time,cost
0.010732889175415039,45000
0.028569936752319336,44891
0.02882695198059082,44886
0.04928016662597656,44881
0.050543785095214844,44694
0.05075359344482422,44577
0.05095505714416504,44548
0.051938533782958984,44518
0.052216529846191406,44467
0.053798675537109375,44444
0.06436586380004883,44314
0.07703113555908203,44203
0.07773661613464355,44104
0.07834887504577637,43791
0.08329272270202637,43778
0.08389973640441895,43702
0.08432555198669434,43689
0.09580254554748535,43645
0.09737563133239746,43560
0.09921813011169434,43540
0.0993952751159668,43352
0.10207772254943848,43325
0.10345649719238281,43236
0.1051015853881836,43139
0.10528445243835449,43136
0.10566854476928711,43125
0.10700869560241699,43105
0.10718369483947754,43040
0.10755324363708496,42984
0.1082158088684082,42981
0.10883665084838867,42881
0.10915327072143555,42677
0.11002779006958008,42580
0.11052370071411133,42192
0.1110389232635498,42176
0.11197423934936523,41944
0.11215519905090332,41914
0.11233949661254883,41597
0.11269807815551758,41523
0.11288237571716309,41247
0.11318731307983398,40984
0.1384732723236084,40735
0.14645051956176758,40529
0.15621709823608398,40469
0.1564159393310547,40311
0.15903615951538086,40297
0.16090965270996094,40286
0.161088228225708,40250
0.16284584999084473,40106
0.1631782054901123,39911
0.16577959060668945,39873
0.16601324081420898,39869
0.19828343391418457,39807
0.1993238925933838,39778
0.19971895217895508,39741
0.25240540504455566,39701
0.304563045501709,39626
0.3679323196411133,39607
0.37206292152404785,39572
0.3738219738006592,39404
0.37459278106689453,39360
0.3813173770904541,39297
0.3826119899749756,39271
0.3831179141998291,39140
0.38495492935180664,39095
0.3854341506958008,39075
0.3925943374633789,39069
0.39481449127197266,39054
0.3968513011932373,38947
0.4011991024017334,38931
0.4155306816101074,38790
0.42411231994628906,38773
0.42490386962890625,38768
0.42507386207580566,38745
0.4345684051513672,38729
0.43512797355651855,38636
0.44162917137145996,38542
0.4757504463195801,38518
0.5355851650238037,38486
0.7344522476196289,38751
0.7385077476501465,38781
0.7750277519226074,38516
0.9217257499694824,38492
0.9708271026611328,38486
0.9735605716705322,38466
1.1760072708129883,38486
1.1766307353973389,38466
1.3480591773986816,38466
1.5609745979309082,38517
1.5616111755371094,38466
1.761991262435913,38517
1.7627499103546143,38466
1.764153242111206,38466
1.964475154876709,38489
1.9651269912719727,38466
2.164883852005005,38489
2.1655404567718506,38466
2.1668574810028076,38466
2.3660669326782227,38517
2.366722345352173,38466
2.5127358436584473,38498
2.7110495567321777,38945
2.7500507831573486,38498
2.750772476196289,38466
2.9545705318450928,39474
2.9558889865875244,39448
2.964571475982666,39288
2.965561866760254,39252
2.966787338256836,39177
3.006634473800659,38855
3.007756233215332,38569
3.009815216064453,38466
3.161590337753296,38484
3.162916660308838,38462
3.367218255996704,38484
3.3679146766662598,38462
3.368527412414551,38504
3.5686802864074707,38636
3.569343328475952,38504
3.5703086853027344,38484
3.571523904800415,38519
3.6210989952087402,38497
3.8230066299438477,38519
3.82377290725708,38497
3.975861072540283,38497
4.074385404586792,38462
4.164813995361328,38494
4.378941535949707,38717
4.37961220741272,38618
4.380235910415649,38494
4.391138315200806,38462
4.593788385391235,38727
4.599602937698364,38769
4.634147882461548,38504
4.736411094665527,38486
4.939403295516968,38504
4.940130949020386,38486
5.009606838226318,38516
5.061603546142578,38492
5.264078855514526,38578
5.313896417617798,38486
5.31491756439209,38492
5.3171632289886475,38501
5.519786834716797,38492
5.520428419113159,38501
5.52185845375061,38519
5.5723652839660645,38497
5.772885322570801,38519
5.773526191711426,38497
5.973672866821289,38519
5.974321603775024,38497
6.125986814498901,38497
6.329151630401611,38548
6.329876661300659,38497
6.531800985336304,38548
6.532467842102051,38497
6.533816576004028,38497
6.734954833984375,38520
6.735657691955566,38497
6.938026428222656,38520
6.938759088516235,38497
6.940159320831299,38497
7.142745018005371,38548
