time,cost
0.003458738327026367,30832
0.008239269256591797,30767
0.008390665054321289,30741
0.00860738754272461,30707
0.008771181106567383,30561
0.008932113647460938,30420
0.013966560363769531,30328
0.014698505401611328,30229
0.014993667602539062,30131
0.015147924423217773,30026
0.016614913940429688,29711
0.0169680118560791,29630
0.01721334457397461,29252
0.01762247085571289,29241
0.018077373504638672,29227
0.018223047256469727,29096
0.018460512161254883,28932
0.019609689712524414,28846
0.020958423614501953,28818
0.02210068702697754,28789
0.025934934616088867,28762
0.026167631149291992,28755
0.026293039321899414,28695
0.026508092880249023,28683
0.027068138122558594,28663
0.027234315872192383,28461
0.02750849723815918,28457
0.027834177017211914,28359
0.028215885162353516,28341
0.028356313705444336,28170
0.02867913246154785,28150
0.029395103454589844,28040
0.03148794174194336,28009
0.033785343170166016,27990
0.03392457962036133,27896
0.043843746185302734,27659
0.045525312423706055,27656
0.046883583068847656,27424
0.0521240234375,27304
0.05244159698486328,27271
0.05275917053222656,27059
0.05290651321411133,26973
0.05371570587158203,26742
0.05607128143310547,26703
0.05926084518432617,26682
0.08032107353210449,26536
0.08109569549560547,26418
0.11143279075622559,26386
0.11600136756896973,26329
0.11641812324523926,26233
