time,cost
0.0012822151184082031,24486
0.0038633346557617188,24165
0.004266023635864258,23298
0.005632162094116211,23217
0.0061283111572265625,23169
0.006664752960205078,23153
0.006751060485839844,19580
0.006899356842041016,19211
0.008416175842285156,19070
0.01094508171081543,18978
0.022192001342773438,19127
0.022710800170898438,18978
0.034273624420166016,18978
0.04638957977294922,19457
0.04655599594116211,18978
0.062043190002441406,19457
0.06228446960449219,18978
0.06260514259338379,18978
0.07630276679992676,19576
0.07649040222167969,18978
0.08819580078125,19576
0.08834433555603027,18978
0.08858847618103027,18978
0.1040811538696289,19457
0.10425639152526855,18978
0.11768960952758789,19457
0.11787247657775879,18978
0.11812782287597656,18978
0.1316661834716797,19576
0.131850004196167,18978
0.14500880241394043,19576
0.14519381523132324,18978
0.14545321464538574,18978
0.15756583213806152,19457
0.1577281951904297,18978
0.15992021560668945,19046
0.16240501403808594,19042
0.16764378547668457,19030
0.18023395538330078,19217
0.18041229248046875,19053
0.18078112602233887,19048
0.18457484245300293,19046
0.18477725982666016,19042
0.19701218605041504,19046
0.19719839096069336,19042
0.19858169555664062,19138
0.1988224983215332,19068
0.2109661102294922,19138
0.2111356258392334,19068
0.2114574909210205,19046
0.22402477264404297,20024
0.22718238830566406,19828
0.22745156288146973,19046
0.23810982704162598,19046
0.2401118278503418,19042
0.24380707740783691,19030
0.25618910789489746,19327
0.2592346668243408,19304
0.2594146728515625,19161
0.2597191333770752,19159
0.25986576080322266,19155
0.2603943347930908,19140
0.27114343643188477,19043
0.2736060619354248,19042
0.28635334968566895,19550
0.28809332847595215,19554
0.288468599319458,19576
0.28946948051452637,19068
0.3020813465118408,19069
0.302839994430542,19068
0.3044295310974121,19046
0.3197305202484131,19438
0.3199286460876465,19376
0.32012438774108887,19042
0.32029199600219727,19046
0.33213019371032715,19042
0.33231353759765625,19046
0.3443613052368164,19046
0.3563270568847656,19525
0.3565185070037842,19046
0.3682973384857178,19525
0.3684957027435303,19046
0.3688011169433594,19046
0.3805234432220459,19644
0.38071322441101074,19046
0.3827197551727295,19084
0.39447808265686035,19046
0.4061141014099121,19084
0.4063115119934082,19046
0.40660810470581055,19046
0.40700578689575195,19084
0.4186561107635498,19046
0.43042540550231934,19084
0.43062329292297363,19046
0.4323904514312744,19057
0.4440932273864746,19046
0.45566868782043457,19057
0.4558713436126709,19046
0.45640087127685547,19046
0.45746803283691406,19057
0.46930742263793945,19046
0.48111963272094727,19057
0.4813704490661621,19046
0.4930391311645508,19057
0.49323248863220215,19046
0.49457240104675293,19046
0.5063157081604004,19525
0.5064983367919922,19046
0.5182240009307861,19525
0.5184140205383301,19046
0.5186984539031982,19046
0.5304937362670898,19644
0.530695915222168,19046
0.5423409938812256,19644
0.542536735534668,19046
0.5428493022918701,19046
0.5544941425323486,19525
0.5546839237213135,19046
0.5554513931274414,19042
0.5671839714050293,19046
0.5673770904541016,19042
0.569056510925293,19042
0.5808491706848145,19640
0.5810372829437256,19042
0.5830729007720947,19080
0.5947694778442383,19042
0.6064639091491699,19080
0.6066508293151855,19042
0.6069471836090088,19042
0.6073441505432129,19080
0.6188507080078125,19042
0.630455732345581,19080
0.6306440830230713,19042
0.6353964805603027,19138
0.6356685161590576,19068
0.647244930267334,19138
0.6587893962860107,19068
0.6701123714447021,19068
0.6816999912261963,19666
