time,cost
0.024137020111083984,45000
0.024504423141479492,44977
0.0448908805847168,44847
0.0710902214050293,44736
0.07293200492858887,44637
0.07440614700317383,44324
0.08509469032287598,44311
0.08630561828613281,44235
0.08898735046386719,44209
0.10073018074035645,44180
0.10675430297851562,44063
0.1153404712677002,44023
0.11672830581665039,44016
0.11852288246154785,44011
0.11888885498046875,43865
0.12044954299926758,43863
0.12381100654602051,43843
0.12431049346923828,43655
0.13023710250854492,43628
0.13344812393188477,43539
0.1367783546447754,43442
0.13715076446533203,43439
0.13794875144958496,43428
0.14113116264343262,43408
0.1415858268737793,43343
0.14240002632141113,43287
0.14380359649658203,43284
0.14450860023498535,43175
0.1457984447479248,43075
0.14655637741088867,42871
0.14765000343322754,42866
0.14926409721374512,42769
0.150496244430542,42381
0.1516408920288086,42365
0.15350556373596191,42133
0.1538400650024414,42103
0.1541733741760254,41786
0.15488481521606445,41712
0.15532159805297852,41436
0.15623879432678223,41173
0.19458794593811035,40924
0.20685434341430664,40920
0.20853734016418457,40911
0.20976567268371582,40349
0.2234644889831543,40289
0.22384309768676758,40131
0.228529691696167,40117
0.23242735862731934,40106
0.23291611671447754,40070
0.2361433506011963,39926
0.23688006401062012,39731
0.242156982421875,39693
0.24252867698669434,39689
0.2978987693786621,39665
0.39304637908935547,39646
0.40108251571655273,39481
0.4026038646697998,39437
0.40860438346862793,39407
0.41121459007263184,39280
0.41272854804992676,39254
0.4133129119873047,39123
0.4153482913970947,39078
0.41587352752685547,39058
0.42430543899536133,39052
0.4275703430175781,39037
0.42980098724365234,38930
0.43456363677978516,38914
0.45182180404663086,38773
0.46301817893981934,38764
0.4746284484863281,38748
0.4753386974334717,38655
0.4898216724395752,38561
0.5273494720458984,38543
0.5280041694641113,38518
0.5944039821624756,38486
0.9341516494750977,38751
1.0014920234680176,38676
1.0150024890899658,38486
1.2597830295562744,39130
1.3235528469085693,38936
1.3241872787475586,38486
1.6680428981781006,38901
1.6694750785827637,38486
1.9408588409423828,38936
2.0403499603271484,38486
2.3345446586608887,38901
2.3359901905059814,38486
2.6612026691436768,38936
2.749744415283203,38486
3.0216164588928223,38901
3.023193836212158,38486
3.3940463066101074,38936
3.4592862129211426,38486
3.759355068206787,38901
3.761981725692749,38486
4.100820541381836,38936
4.174352169036865,38486
4.472972869873047,38901
4.475344181060791,38486
4.774320840835571,38936
4.833688020706177,38486
5.071045875549316,38901
5.073422908782959,38486
5.414217710494995,38936
5.474396228790283,38486
5.72359037399292,38901
5.726045370101929,38486
6.04296612739563,38936
6.097814321517944,38486
6.35132908821106,38901
6.353838682174683,38486
6.692276954650879,38936
6.752468585968018,38486
7.019162654876709,38901
7.02055811882019,38486
7.289531707763672,38936
7.350342750549316,38486
7.636123895645142,38901
7.638381719589233,38486
7.926100254058838,38936
7.983354330062866,38486
8.303760528564453,38901
8.305374145507812,38486
8.546956062316895,38936
8.603344202041626,38486
8.947555303573608,38901
8.949039220809937,38486
9.21099305152893,38936
9.304603576660156,38486
9.660532712936401,38901
9.662021160125732,38486
9.94197678565979,38936
10.027436017990112,38486
10.321633577346802,38901
10.323110580444336,38486
10.583741426467896,38936
10.6668221950531,38486
10.973833322525024,38901
10.975383520126343,38486
11.247550249099731,38936
11.339673519134521,38486
11.677452087402344,38901
11.679008483886719,38486
11.957358837127686,38936
12.045897722244263,38486
12.351655721664429,38901
12.352992057800293,38486
12.635617971420288,38936
12.721343278884888,38486
13.036186933517456,38901
13.037564754486084,38486
13.336804151535034,38936
13.409536361694336,38486
13.699108839035034,38901
13.700566053390503,38486
14.035839080810547,38936
14.108747720718384,38486
14.344977617263794,38901
14.346299886703491,38486
14.710026979446411,38936
14.77317476272583,38486
15.070953369140625,38901
15.07356333732605,38486
15.39811635017395,38936
15.463731527328491,38486
15.774390459060669,38901
15.775948524475098,38486
16.059650659561157,38936
16.121992826461792,38486
16.426164627075195,38901
16.42862629890442,38486
16.705774784088135,38936
16.766496419906616,38486
17.06089973449707,38901
17.062556743621826,38486
17.355520725250244,38936
17.418731451034546,38486
17.756407737731934,38901
17.75913691520691,38486
18.048866033554077,38936
18.10566782951355,38486
18.397982358932495,38901
18.39989995956421,38486
18.696202516555786,38936
18.764243125915527,38486
19.09054446220398,38901
19.093461751937866,38486
19.42622399330139,38936
19.489421367645264,38486
19.803409814834595,38901
19.805871725082397,38486
20.08129644393921,38936
20.138063430786133,38486
20.503464460372925,38901
20.50477123260498,38486
20.752983808517456,38936
20.850011587142944,38486
21.150920152664185,38901
21.152308464050293,38486
21.44670534133911,38936
21.535759449005127,38486
21.800543785095215,38901
21.801841259002686,38486
22.098745107650757,38936
22.179239988327026,38486
22.424748182296753,38901
22.426066875457764,38486
22.696969270706177,38936
22.775938749313354,38486
23.056208610534668,38901
23.057536840438843,38486
23.35857892036438,38936
23.433825254440308,38486
23.70212745666504,38901
23.703495502471924,38486
24.023357391357422,38936
24.116474390029907,38486
24.35697627067566,38901
24.35835027694702,38486
24.683270931243896,38936
24.780574798583984,38486
25.063417434692383,38901
25.065927743911743,38486
25.39924383163452,38936
25.457919120788574,38486
25.769906759262085,38901
25.772510051727295,38486
26.07573175430298,38936
26.14005732536316,38486
26.49701690673828,38901
26.49853754043579,38486
26.761435747146606,38936
26.866872787475586,38486
27.183387279510498,38901
27.184659719467163,38486
27.42947030067444,38936
27.535788774490356,38486
27.833149671554565,38901
27.834643125534058,38486
28.104361534118652,38936
28.197195529937744,38486
28.469881534576416,38901
28.47126793861389,38486
28.7295560836792,38936
28.83768939971924,38486
29.13349723815918,38901
29.134807586669922,38486
29.42023801803589,38936
29.49795913696289,38486
29.773391723632812,38901
29.774842023849487,38486
30.03180503845215,38936
30.10241198539734,38486
30.418864488601685,38901
30.42028546333313,38486
30.69074296951294,38936
30.789936542510986,38486
31.059967756271362,38901
31.06144905090332,38486
31.345595359802246,38936
31.448652744293213,38486
31.734487771987915,38901
31.737128019332886,38486
32.076228857040405,38936
32.14895057678223,38486
32.413639545440674,38901
32.416436195373535,38486
32.78362417221069,38936
32.84794044494629,38486
33.18943119049072,38901
33.19205641746521,38486
33.48593783378601,38936
33.548500299453735,38486
33.88190007209778,38901
33.88340377807617,38486
34.15041756629944,38936
34.21460294723511,38486
34.52813482284546,38901
34.53020191192627,38486
34.81316781044006,38936
34.87959623336792,38486
35.19825744628906,38901
35.20080304145813,38486
35.496262073516846,38936
35.555745363235474,38486
35.88585448265076,38901
35.88820266723633,38486
36.134132385253906,38936
36.196812868118286,38486
36.50475883483887,38901
36.50696158409119,38486
36.83963656425476,38936
36.90169286727905,38486
37.21909475326538,38901
37.22042942047119,38486
37.4829638004303,38936
37.559988260269165,38486
37.85129714012146,38901
37.85273361206055,38486
38.14670515060425,38936
38.22900938987732,38486
38.566593170166016,38901
38.56799340248108,38486
38.897977352142334,38936
38.973230600357056,38486
39.23971629142761,38901
39.24116349220276,38486
39.549150466918945,38936
39.63414430618286,38486
39.896761417388916,38901
39.898061990737915,38486
40.20108413696289,38936
40.28688979148865,38486
40.55822491645813,38901
40.559651613235474,38486
40.85578465461731,38936
40.93692064285278,38486
41.2567572593689,38901
41.25818204879761,38486
41.61834955215454,38936
41.70619010925293,38486
41.99184799194336,38901
41.99326753616333,38486
42.323352098464966,38936
42.3972864151001,38486
42.64808106422424,38901
42.649733543395996,38486
43.006091833114624,38936
43.07195448875427,38486
43.36638617515564,38901
43.36827731132507,38486
43.70687294006348,38936
43.76639485359192,38486
44.064258098602295,38901
44.06565451622009,38486
44.392438888549805,38936
44.45539093017578,38486
44.818897008895874,38901
44.82033157348633,38486
45.08298444747925,38936
45.14884400367737,38486
45.47544193267822,38901
45.47677516937256,38486
45.725345611572266,38936
45.788124561309814,38486
46.13593864440918,38901
46.13731861114502,38486
46.387040853500366,38936
46.47549271583557,38486
46.77202868461609,38901
46.77343034744263,38486
47.00478482246399,38936
47.093966245651245,38486
47.39614725112915,38901
47.3974666595459,38486
47.64833211898804,38936
47.748106956481934,38486
48.04731035232544,38901
48.04865312576294,38486
48.29761552810669,38936
48.35748791694641,38486
48.672234535217285,38901
48.675148725509644,38486
48.92050218582153,38936
48.97963356971741,38486
49.32927441596985,38901
49.330525636672974,38486
49.559977769851685,38936
49.65717649459839,38486
49.96603751182556,38901
49.96739220619202,38486
50.26189112663269,38936
50.33813405036926,38486
50.63899493217468,38901
50.64043354988098,38486
50.941701889038086,38936
51.033862590789795,38486
51.31192874908447,38901
51.31336283683777,38486
51.65421533584595,38936
51.73282837867737,38486
52.05130624771118,38901
52.05271029472351,38486
52.3714759349823,38936
52.4591224193573,38486
52.740501165390015,38901
52.74193453788757,38486
53.0655620098114,38936
53.13942909240723,38486
53.41284656524658,38901
53.414306640625,38486
53.73575830459595,38936
53.828553676605225,38486
54.10915732383728,38901
54.11071729660034,38486
54.405261754989624,38936
54.49074578285217,38486
54.80931377410889,38901
54.8117139339447,38486
55.18253779411316,38936
55.24700689315796,38486
55.57246232032776,38901
55.574771881103516,38486
55.89332556724548,38936
55.95885348320007,38486
56.32374286651611,38901
56.325138330459595,38486
56.575114250183105,38936
56.64500284194946,38486
56.994608640670776,38901
56.99593949317932,38486
57.24454045295715,38936
57.33179807662964,38486
57.664868116378784,38901
57.66617131233215,38486
57.94324231147766,38936
58.015177965164185,38486
58.266011238098145,38901
58.26732063293457,38486
58.520270109176636,38936
58.62216925621033,38486
58.92622423171997,38901
58.9276282787323,38486
59.207404375076294,38936
59.30441188812256,38486
59.59884572029114,38901
59.60010766983032,38486
59.822253465652466,38936
59.90029501914978,38486
60.23297667503357,38901
60.23436665534973,38486
60.50501775741577,38936
60.58069705963135,38486
60.902894258499146,38901
60.90438532829285,38486
61.23584508895874,38936
61.34929585456848,38486
61.68164610862732,38901
61.684388399124146,38486
61.98285889625549,38936
62.044840812683105,38486
62.318723917007446,38901
62.3212628364563,38486
62.64599537849426,38936
62.70416975021362,38486
62.997827768325806,38901
62.999982595443726,38486
63.26760673522949,38936
63.325557470321655,38486
63.596638679504395,38901
63.598029375076294,38486
63.92373442649841,38936
63.993441581726074,38486
64.29192852973938,38901
64.29488062858582,38486
64.61257672309875,38936
64.68419456481934,38486
65.07218074798584,38901
65.07490181922913,38486
65.3539400100708,38936
65.41884016990662,38486
65.78311944007874,38901
65.78452062606812,38486
66.03979349136353,38936
66.10078978538513,38486
66.3802981376648,38901
66.38280320167542,38486
66.69185948371887,38936
66.75619864463806,38486
67.05015778541565,38901
67.05150842666626,38486
67.31283617019653,38936
67.3703293800354,38486
67.68988227844238,38901
67.69244909286499,38486
67.96002221107483,38936
68.02108955383301,38486
68.36960196495056,38901
68.37128496170044,38486
68.61991429328918,38936
68.72625136375427,38486
69.06197738647461,38901
69.0634343624115,38486
69.33070611953735,38936
69.43721270561218,38486
