time,cost
0.07152986526489258,69172
0.07258462905883789,69162
0.0760660171508789,69101
0.08397030830383301,68985
0.08435535430908203,68923
0.08479619026184082,68772
0.0883176326751709,68706
0.11429238319396973,68674
0.12430047988891602,68522
0.12484431266784668,68391
0.1254420280456543,67962
0.12595868110656738,67793
0.1328716278076172,67775
0.13724565505981445,67749
0.1403055191040039,67748
0.14741921424865723,67711
0.1514580249786377,67696
0.1585981845855713,67685
0.19105124473571777,67642
0.20450544357299805,67571
0.2050487995147705,67552
0.20877408981323242,67541
0.20919561386108398,67477
0.21315479278564453,67474
0.23927521705627441,67466
0.264143705368042,67424
0.2779364585876465,67381
0.2783222198486328,67062
0.284360408782959,67053
0.29282116889953613,67025
0.29637813568115234,67006
0.30234503746032715,66938
0.30563831329345703,66916
0.30602169036865234,66871
0.31430864334106445,66824
0.3179442882537842,66785
0.344433069229126,66618
0.34485507011413574,66600
0.3459320068359375,66584
0.34643077850341797,66557
0.34961724281311035,66462
0.3592381477355957,66461
0.3905296325683594,66391
0.39371514320373535,66382
0.4202158451080322,66358
0.4386725425720215,66272
0.44336414337158203,66168
0.45005202293395996,66164
0.4761984348297119,66047
0.4858214855194092,66039
0.486208438873291,65945
0.49051666259765625,65942
0.5109143257141113,65858
0.5175540447235107,65856
0.5181546211242676,65855
0.5192396640777588,65853
0.519697904586792,65806
0.5352840423583984,65655
0.5370078086853027,65422
0.5379750728607178,65371
0.5405817031860352,65061
0.5425596237182617,65018
0.5433106422424316,64913
0.5571789741516113,64888
0.557593822479248,64875
0.5624868869781494,64853
0.567340612411499,64814
0.6077549457550049,64801
0.6092381477355957,64726
0.615750789642334,64715
0.6256527900695801,64658
0.630723237991333,64644
0.6311235427856445,64639
0.6408019065856934,64630
0.6412272453308105,64529
0.6425607204437256,64305
0.6541934013366699,64291
0.6556961536407471,64275
0.6605274677276611,64267
0.6675693988800049,64259
0.6727023124694824,64094
0.677875280380249,64015
0.6894059181213379,63988
0.6951367855072021,63903
0.6985988616943359,63635
0.6990566253662109,63601
0.7018551826477051,63329
0.7025196552276611,63187
0.7039220333099365,63138
0.7133355140686035,63103
0.7153275012969971,63062
0.7175054550170898,63054
0.7192575931549072,62884
0.7217562198638916,62835
0.7272353172302246,62816
0.7284965515136719,62735
0.7433035373687744,62692
0.7437760829925537,62639
0.7449913024902344,62629
0.746424674987793,62563
0.7468554973602295,62520
0.7472856044769287,62461
0.747941255569458,62452
0.748415470123291,62444
0.7487659454345703,62401
0.7491157054901123,62322
0.7495176792144775,62270
0.7498855590820312,62257
0.7504756450653076,62215
0.7509205341339111,62196
0.7513182163238525,62175
0.7516860961914062,62114
0.7521026134490967,62080
0.7524504661560059,62076
0.7528064250946045,62069
0.7532098293304443,62041
0.7536015510559082,62024
0.7574036121368408,61730
0.7585797309875488,61635
0.7945103645324707,61604
0.9158468246459961,61546
0.9768998622894287,61526
1.0249414443969727,61520
1.061992883682251,61440
1.074277639389038,61378
1.1867644786834717,61351
1.1934199333190918,61339
1.195608377456665,61329
1.1998398303985596,61255
1.2247190475463867,61228
1.2621910572052002,61153
1.268557071685791,61127
1.3061423301696777,61021
1.3126811981201172,60922
1.3172762393951416,60919
1.3176958560943604,60853
1.3371608257293701,60779
1.3615179061889648,60656
1.3710517883300781,60583
1.3748724460601807,60509
1.3763117790222168,60468
1.3771405220031738,60439
1.379256248474121,60404
1.37965989112854,60365
1.3802406787872314,60336
1.3806579113006592,60294
1.3854761123657227,60176
1.3874776363372803,60170
1.3881373405456543,60047
1.3895363807678223,59943
1.3904032707214355,59929
1.3911349773406982,59895
1.391756296157837,59880
1.3942902088165283,59813
1.39530611038208,59795
1.395873785018921,59739
1.5570623874664307,59716
1.825575351715088,59622
1.8279871940612793,59577
1.8579449653625488,59503
2.0117385387420654,59458
2.633768320083618,59386
2.671926259994507,59377
2.67254638671875,59334
2.728595495223999,59322
2.73288631439209,59317
2.7563016414642334,59265
2.7603557109832764,59175
2.7634968757629395,59115
2.7743921279907227,59089
2.8017208576202393,59061
2.82391619682312,58957
2.8319900035858154,58898
2.87019681930542,58891
2.8938753604888916,58853
2.936838388442993,58820
2.951819896697998,58751
2.9839982986450195,58726
2.9941203594207764,58708
2.9945714473724365,58680
2.9983248710632324,58669
3.0140674114227295,58668
3.0211029052734375,58664
3.029648542404175,58598
3.043153762817383,58595
3.0975358486175537,58549
3.1742663383483887,58409
3.1758229732513428,58383
3.1810710430145264,58310
3.332765817642212,58274
3.369551658630371,58179
3.402036428451538,58178
3.4355568885803223,58142
3.910146474838257,58131
3.9739458560943604,58068
4.5026633739471436,58056
4.597570180892944,57986
5.1497979164123535,57971
5.326879501342773,57925
5.328344821929932,57872
7.048138618469238,57925
7.049849987030029,57916
7.424025535583496,57872
9.15956711769104,57916
9.160003662109375,57872
10.895317792892456,57916
10.89576244354248,57872
12.613732814788818,57916
12.614169359207153,57872
14.349152565002441,57916
14.349601030349731,57872
16.062525272369385,57916
16.062986612319946,57872
17.783653497695923,57916
17.784098148345947,57872
19.4918794631958,57916
19.492310762405396,57872
21.204740285873413,57916
21.20516562461853,57872
22.92963218688965,57916
22.930060625076294,57872
24.664856433868408,57916
24.66529631614685,57872
26.394261837005615,57916
26.394697904586792,57872
28.139713764190674,57916
28.140162229537964,57872
29.936115741729736,57916
29.93660068511963,57872
31.710978746414185,57916
31.711464881896973,57872
33.48282194137573,57916
33.48325705528259,57872
35.4287166595459,57916
35.42914438247681,57872
37.24551820755005,57916
37.2461142539978,57872
38.959996461868286,57916
38.9605770111084,57872
40.83056640625,57916
40.831737995147705,57872
42.54607105255127,57916
42.546488523483276,57872
44.24135231971741,57916
44.241766929626465,57872
45.981218099594116,57916
45.98166251182556,57872
47.624247789382935,57916
47.624664545059204,57872
49.279868841171265,57916
49.280306339263916,57872
50.94047260284424,57916
50.94116282463074,57872
52.62778067588806,57916
52.628289222717285,57872
54.41378045082092,57916
54.41422891616821,57872
56.19713568687439,57916
56.1976056098938,57872
57.96440505981445,57916
57.96486043930054,57872
59.72432804107666,57916
59.72484636306763,57872
61.49124073982239,57916
61.49176573753357,57872
63.286059617996216,57916
63.28659248352051,57872
65.00092458724976,57916
65.00134778022766,57872
66.68428182601929,57916
66.68514919281006,57872
68.44829559326172,57916
68.44879198074341,57872
70.15003776550293,57916
70.15048003196716,57872
71.86158013343811,57916
71.86201024055481,57872
73.53024315834045,57916
73.53067469596863,57872
75.23109984397888,57916
75.23153734207153,57872
76.94535279273987,57916
76.94578623771667,57872
78.66140961647034,57916
78.66193914413452,57872
80.4560718536377,57916
80.4565908908844,57872
82.23843026161194,57916
82.23886394500732,57872
84.04788255691528,57916
84.04833316802979,57872
85.86594700813293,57916
85.86639142036438,57872
87.76964163780212,57916
87.77009153366089,57872
89.49791932106018,57916
89.49835348129272,57872
91.19112396240234,57916
91.191575050354,57872
92.94069051742554,57916
92.94111776351929,57872
94.812007188797,57916
94.81243562698364,57872
96.48778128623962,57916
96.48825979232788,57872
98.13805031776428,57916
98.13846611976624,57872
99.77937436103821,57916
99.77978825569153,57872
101.42609977722168,57916
101.42654871940613,57872
103.12001395225525,57916
103.1204526424408,57872
104.75583481788635,57916
104.7562644481659,57872
106.35714268684387,57916
106.35756325721741,57872
107.94806575775146,57916
107.94848275184631,57872
109.5666356086731,57916
109.56705808639526,57872
111.15435028076172,57916
